id,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy
0.0,-3.0104614116634427,-2.190847933912401,3.0104614116634427,2.190847933912401,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.936210123402569,-4.3833420338145705,-0.936210123402569,4.3833420338145705,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,-2.3980083452844685,2.889713358308795,2.3980083452844685,-2.889713358308795,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.5122467217396607,-1.2392889979436306,-3.5122467217396607,1.2392889979436306,0.0,0.0,2.366747852672129,-3.024878725882699,-2.366747852672129,3.024878725882699,0.0,0.0,1.7354225184556136,3.161122492201619,-1.7354225184556136,-3.161122492201619,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,-1.0560460205495517,-4.354438144771701,1.0560460205495517,4.354438144771701,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,-2.539471000818717,-3.159000447523013,2.539471000818717,3.159000447523013,0.0,0.0,-3.04012590331922,2.7135006798984143,3.04012590331922,-2.7135006798984143,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,-3.454434521233771,-2.625234925717642,3.454434521233771,2.625234925717642,0.0,0.0,3.5244916339496064,1.4524243641597452,-3.5244916339496064,-1.4524243641597452,0.0,0.0,-2.429633379586283,-3.8003598521597746,2.429633379586283,3.8003598521597746,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,-3.252427730746979,-2.047616984517661,3.252427730746979,2.047616984517661,0.0,0.0,3.5220946144378176,-0.3171750040308457,-3.5220946144378176,0.3171750040308457,0.0,0.0,2.705903495792467,2.925033694841839,-2.705903495792467,-2.925033694841839,0.0,0.0,-1.526645649814121,3.5562993948712194,1.526645649814121,-3.5562993948712194,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,3.718627890894969,1.5449134254424328,-3.718627890894969,-1.5449134254424328,0.0,0.0,-3.1010567347814444,2.477336028781731,3.1010567347814444,-2.477336028781731,0.0,0.0,-2.3621588263868243,3.8775962763330853,2.3621588263868243,-3.8775962763330853,0.0,0.0,1.702668071751452,3.7685715232324,-1.702668071751452,-3.7685715232324,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2.333061388949659,-2.9664423549616763,-2.333061388949659,2.9664423549616763,0.0,0.0,3.493538475157055,1.445355649673365,-3.493538475157055,-1.445355649673365,0.0,0.0,1.109510763200812,-4.182653663535335,-1.109510763200812,4.182653663535335,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,-3.253898755519512,2.0033833088584134,3.253898755519512,-2.0033833088584134,0.0,0.0,-2.6645063841293157,-3.061993764577301,2.6645063841293157,3.061993764577301,0.0,0.0,-3.267547220087806,-1.5749122699558478,3.267547220087806,1.5749122699558478,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,-4.231247106299429,0.1700057188748313,4.231247106299429,-0.1700057188748313,0.0,0.0,-1.179213971277937,-3.9298688803438604,1.179213971277937,3.9298688803438604,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,-1.01246506041187,-3.8623179457229613,1.01246506041187,3.8623179457229613,0.0,0.0,-3.4569671717319133,-2.4549241060150746,3.4569671717319133,2.4549241060150746,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,-3.976005458059736,-1.034156660911564,3.976005458059736,1.034156660911564,0.0,0.0,-3.7198900553957346,-0.1312590326355132,3.7198900553957346,0.1312590326355132,0.0,0.0,-1.5227569091763806,3.8762729586777978,1.5227569091763806,-3.8762729586777978,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,-1.5562367817163878,3.3158623095777964,1.5562367817163878,-3.3158623095777964,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,-1.3069325786230772,-3.634138717611761,1.3069325786230772,3.634138717611761,0.0,0.0,-3.245129842650513,-2.1275449494000913,3.245129842650513,2.1275449494000913,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,-3.4804380549565863,-0.1774547141160306,3.4804380549565863,0.1774547141160306,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.3356287576038293,4.123115215781288,-1.3356287576038293,-4.123115215781288,0.0,0.0,-2.4785408868023913,3.0471201093533242,2.4785408868023913,-3.0471201093533242,0.0,0.0,-1.40144962083713,4.1224806833000125,1.40144962083713,-4.1224806833000125,0.0,0.0,-3.767175684813938,0.12298232125619596,3.767175684813938,-0.12298232125619596,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,-1.7233285951387545,3.721149046535724,1.7233285951387545,-3.721149046535724,0.0,0.0,-1.7468824012284996,-3.5133418847049116,1.7468824012284996,3.5133418847049116,0.0,0.0,3.888141780723193,-1.0309854077013594,-3.888141780723193,1.0309854077013594,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
