id,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy
0.0,3.085165270848639,-2.0092764237110456,-3.085165270848639,2.0092764237110456,0.0,0.0,-3.7478550725316016,-0.10789120244371642,3.7478550725316016,0.10789120244371642,0.0,0.0,-0.8281262367282155,4.1062363343415385,0.8281262367282155,-4.1062363343415385,0.0,0.0,-3.8838957888296886,-1.510267098613642,3.8838957888296886,1.510267098613642,0.0,0.0,-2.4452568733302504,3.109927778909413,2.4452568733302504,-3.109927778909413,0.0,0.0,-2.0608175019640056,-3.8986742294201004,2.0608175019640056,3.8986742294201004,0.0,0.0,-2.2574535356550887,-2.996033522857047,2.2574535356550887,2.996033522857047,0.0,0.0,3.1257888820030457,2.0092562353833765,-3.1257888820030457,-2.0092562353833765,0.0,0.0,-4.078478425606075,1.0555176408597466,4.078478425606075,-1.0555176408597466,0.0,0.0,3.585670948072435,2.743514511781321,-3.585670948072435,-2.743514511781321,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,-3.0738802880563716,-2.3119778707089327,3.0738802880563716,2.3119778707089327,0.0,0.0,1.583321824133901,3.6079679669561866,-1.583321824133901,-3.6079679669561866,0.0,0.0,-4.449109035869117,-0.3070610830695596,4.449109035869117,0.3070610830695596,0.0,0.0,-4.221310022136442,1.5472507316426787,4.221310022136442,-1.5472507316426787,0.0,0.0,-2.525124253838325,-3.595492722489034,2.525124253838325,3.595492722489034,0.0,0.0,2.596760503903025,-2.9702413622206008,-2.596760503903025,2.9702413622206008,0.0,0.0,1.4347097448529027,-3.4888008506665655,-1.4347097448529027,3.4888008506665655,0.0,0.0,-2.321519559074936,-2.6414762567923553,2.321519559074936,2.6414762567923553,0.0,0.0,3.5391595778165907,1.0212841972740194,-3.5391595778165907,-1.0212841972740194,0.0,0.0,-4.179762075033678,-1.5057823043730214,4.179762075033678,1.5057823043730214,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,-1.4225966081929284,-3.927336425383753,1.4225966081929284,3.927336425383753,0.0,0.0,4.064407266976145,-1.75172388539926,-4.064407266976145,1.75172388539926,0.0,0.0,2.151142216760887,-3.7725971491882264,-2.151142216760887,3.7725971491882264,0.0,0.0,-3.490637896320158,-2.7899622816742538,3.490637896320158,2.7899622816742538,0.0,0.0,-3.2031681928728335,1.200613745552772,3.2031681928728335,-1.200613745552772,0.0,0.0,-2.563517659263757,2.66162924824978,2.563517659263757,-2.66162924824978,0.0,0.0,2.3953983586493974,3.575595633659199,-2.3953983586493974,-3.575595633659199,0.0,0.0,-1.5244477461356452,3.0747612076511714,1.5244477461356452,-3.0747612076511714,0.0,0.0,3.5832418611025623,1.9106616500151032,-3.5832418611025623,-1.9106616500151032,0.0,0.0,3.5930108731424197,-2.792261694314802,-3.5930108731424197,2.792261694314802,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.8811524674486597,-3.4615415337972055,-0.8811524674486597,3.4615415337972055,0.0,0.0,3.1286746428125656,2.1974548169715877,-3.1286746428125656,-2.1974548169715877,0.0,0.0,2.6791284535748052,3.2526880969966716,-2.6791284535748052,-3.2526880969966716,0.0,0.0,2.560801184424782,-2.499579124490947,-2.560801184424782,2.499579124490947,0.0,0.0,3.468267794754558,1.2788832720583185,-3.468267794754558,-1.2788832720583185,0.0,0.0,-1.2304545490986334,-3.947026636683087,1.2304545490986334,3.947026636683087,0.0,0.0,-2.001026613676654,3.8208927635389074,2.001026613676654,-3.8208927635389074,0.0,0.0,3.5310380900199756,0.43079371354579077,-3.5310380900199756,-0.43079371354579077,0.0,0.0,-4.05761583080893,-1.8652971220857315,4.05761583080893,1.8652971220857315,0.0,0.0,-4.39823062456589,0.19203197417432213,4.39823062456589,-0.19203197417432213,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,-4.075288426488293,-0.8752555133364607,4.075288426488293,0.8752555133364607,0.0,0.0,1.5456566835421195,-3.7267569786834005,-1.5456566835421195,3.7267569786834005,0.0,0.0,3.3365518686910045,-2.865247412658961,-3.3365518686910045,2.865247412658961,0.0,0.0,-3.746720197803212,-1.6842476909169877,3.746720197803212,1.6842476909169877,0.0,0.0,-2.046008404041565,-3.103705835167374,2.046008404041565,3.103705835167374,0.0,0.0,-3.3871784979966053,1.4630724638534254,3.3871784979966053,-1.4630724638534254,0.0,0.0,-1.960398200179963,-3.99058012472276,1.960398200179963,3.99058012472276,0.0,0.0,-2.1271481905403204,3.0112288762601427,2.1271481905403204,-3.0112288762601427,0.0,0.0,2.5781103933945015,2.347200537690567,-2.5781103933945015,-2.347200537690567,0.0,0.0,-0.8453170775806818,-3.513194331648437,0.8453170775806818,3.513194331648437,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,-2.1291876981361306,3.2192025789381105,2.1291876981361306,-3.2192025789381105,0.0,0.0,-2.661208803975205,-3.432231878613378,2.661208803975205,3.432231878613378,0.0,0.0,2.940371623641508,-2.0731089584155504,-2.940371623641508,2.0731089584155504,0.0,0.0,1.3624904312954438,3.9969388926317255,-1.3624904312954438,-3.9969388926317255,0.0,0.0,-3.6434359211344245,-1.6807735288358336,3.6434359211344245,1.6807735288358336,0.0,0.0,3.707194272261979,-2.4287801166115575,-3.707194272261979,2.4287801166115575,0.0,0.0,-1.483166793122597,4.161846996022397,1.483166793122597,-4.161846996022397,0.0,0.0,1.4869803425085233,3.118685216518419,-1.4869803425085233,-3.118685216518419,0.0,0.0,3.493422435688329,0.24109197289967732,-3.493422435688329,-0.24109197289967732,0.0,0.0,3.793309281212494,-1.111324248735253,-3.793309281212494,1.111324248735253,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,-3.253677904752223,1.9117913610439818,3.253677904752223,-1.9117913610439818,0.0,0.0,4.325674307754129,1.4052863087018408,-4.325674307754129,-1.4052863087018408,0.0,0.0,-2.390983826741542,3.321984111065049,2.390983826741542,-3.321984111065049,0.0,0.0,4.2549241878804995,0.2246408348825853,-4.2549241878804995,-0.2246408348825853,0.0,0.0,-4.015029126136323,0.7169980145989635,4.015029126136323,-0.7169980145989635,0.0,0.0,2.658591198275345,2.5706951983825004,-2.658591198275345,-2.5706951983825004,0.0,0.0,3.589449846843921,1.0720376404051188,-3.589449846843921,-1.0720376404051188,0.0,0.0,1.6471695527601766,-3.6898480571300123,-1.6471695527601766,3.6898480571300123,0.0,0.0,3.858416338607408,2.4129459350386813,-3.858416338607408,-2.4129459350386813,0.0,0.0,1.1629646945304477,3.7769204891996164,-1.1629646945304477,-3.7769204891996164,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,3.9130898086015766,-0.8720893469863156,-3.9130898086015766,0.8720893469863156,0.0,0.0,0.9934910260263938,3.9559241107656185,-0.9934910260263938,-3.9559241107656185,0.0,0.0,3.578833155562708,2.104801985384861,-3.578833155562708,-2.104801985384861,0.0,0.0,-1.7961757331447792,-3.503880982201504,1.7961757331447792,3.503880982201504,0.0,0.0,-2.4833114059192445,-2.731373932476913,2.4833114059192445,2.731373932476913,0.0,0.0,-3.5337493961676323,2.821512491527013,3.5337493961676323,-2.821512491527013,0.0,0.0,0.9085039872233567,-3.7567224209769607,-0.9085039872233567,3.7567224209769607,0.0,0.0,-3.8331907728628263,-0.1719911589627443,3.8331907728628263,0.1719911589627443,0.0,0.0,3.0873618537693557,-1.9232246920791405,-3.0873618537693557,1.9232246920791405,0.0,0.0,3.414918599924539,0.9835567071610344,-3.414918599924539,-0.9835567071610344,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,-3.2107893251828585,2.2283819750615708,3.2107893251828585,-2.2283819750615708,0.0,0.0,-1.5065803183953372,-3.9926596424069607,1.5065803183953372,3.9926596424069607,0.0,0.0,-1.5625472952020942,-3.0950590222041554,1.5625472952020942,3.0950590222041554,0.0,0.0,3.5609923460194755,1.916476111747617,-3.5609923460194755,-1.916476111747617,0.0,0.0,-3.3949186210559583,-1.128986878002053,3.3949186210559583,1.128986878002053,0.0,0.0,-3.55690783438514,-0.14897663349435175,3.55690783438514,0.14897663349435175,0.0,0.0,2.7640329589515034,2.9252088277513053,-2.7640329589515034,-2.9252088277513053,0.0,0.0,-4.401870205145065,-0.13153211821234856,4.401870205145065,0.13153211821234856,0.0,0.0,1.916762140490019,-3.856989059998864,-1.916762140490019,3.856989059998864,0.0,0.0,-3.2240252728971863,3.1098473781744937,3.2240252728971863,-3.1098473781744937,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,1.9168145135122576,-3.2707365728077025,-1.9168145135122576,3.2707365728077025,0.0,0.0,3.1284078064126355,2.939760546607305,-3.1284078064126355,-2.939760546607305,0.0,0.0,-4.076463281102427,-1.6267289037326824,4.076463281102427,1.6267289037326824,0.0,0.0,3.612880380312519,-0.091755531742814,-3.612880380312519,0.091755531742814,0.0,0.0,-4.224466761015143,-0.6052144583663743,4.224466761015143,0.6052144583663743,0.0,0.0,-3.2288259604238503,-1.6030919352914075,3.2288259604238503,1.6030919352914075,0.0,0.0,-3.5873199685902337,1.4233891452611518,3.5873199685902337,-1.4233891452611518,0.0,0.0,0.7272456889695463,3.5689789342295635,-0.7272456889695463,-3.5689789342295635,0.0,0.0,-2.653613035522574,2.83103697430389,2.653613035522574,-2.83103697430389,0.0,0.0,1.56163681100738,3.2198633963828396,-1.56163681100738,-3.2198633963828396,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
