id,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy,px,py,gx,gy,vx,vy
0.0,-4.285504841620826,0.5641895933731275,4.285504841620826,-0.5641895933731275,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,-3.901149546633887,0.18354975695526,3.901149546633887,-0.18354975695526,0.0,0.0,3.437599165877284,-1.874026126496189,-3.437599165877284,1.874026126496189,0.0,0.0,-0.9373091954268341,3.692721840220746,0.9373091954268341,-3.692721840220746,0.0,0.0,1.4855290940610857,3.7580483318556994,-1.4855290940610857,-3.7580483318556994,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,3.3839818592825814,2.411605003241873,-3.3839818592825814,-2.411605003241873,0.0,0.0,-1.1760561392658615,-4.204498331964061,1.1760561392658615,4.204498331964061,0.0,0.0,-2.5466890906422126,-3.2610375402229694,2.5466890906422126,3.2610375402229694,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2.1734652885903767,-3.2709464275842555,-2.1734652885903767,3.2709464275842555,0.0,0.0,-0.9732390840227685,4.265533042759804,0.9732390840227685,-4.265533042759804,0.0,0.0,4.28205211164233,0.7175871147366527,-4.28205211164233,-0.7175871147366527,0.0,0.0,-1.8246481913340356,-2.9635145555664755,1.8246481913340356,2.9635145555664755,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,-4.202143945935748,-0.042954619459321164,4.202143945935748,0.042954619459321164,0.0,0.0,-2.5080661519172174,-2.884014174345105,2.5080661519172174,2.884014174345105,0.0,0.0,-3.1157770473788604,2.293104851889705,3.1157770473788604,-2.293104851889705,0.0,0.0,-1.6041298035118063,-3.6098435472215034,1.6041298035118063,3.6098435472215034,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,1.8995917818421542,-3.6430844487974783,-1.8995917818421542,3.6430844487974783,0.0,0.0,-1.1352197294075137,-3.4647162130492255,1.1352197294075137,3.4647162130492255,0.0,0.0,-0.8118946672385055,3.608152561129068,0.8118946672385055,-3.608152561129068,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,3.8283621103757106,-1.6869926080685933,-3.8283621103757106,1.6869926080685933,0.0,0.0,2.2197264156728016,3.378127639291108,-2.2197264156728016,-3.378127639291108,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,-3.994441797497633,0.008677118474392453,3.994441797497633,-0.008677118474392453,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.5867203553130604,2.832394388567703,-2.5867203553130604,-2.832394388567703,0.0,0.0,-3.7717653454797886,2.1723861207643296,3.7717653454797886,-2.1723861207643296,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,3.2538864596666364,2.644454006771113,-3.2538864596666364,-2.644454006771113,0.0,0.0,2.6571957813247042,-2.328335828282777,-2.6571957813247042,2.328335828282777,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
